	Source	Target	Group_Name	18+	Members	Pool_Counts
81	8733637@N04	99677586@N00	ALFA-ROMEO	0	242	13928
82	8733637@N04	2425179@N21	All 4x4	0	79	4566
83	8733637@N04	1238648@N23	All About Buicks	0	805	14827
84	8733637@N04	679046@N21	All about Cars	0	3740	724006
85	8733637@N04	2844471@N20	All about DAF lorries	0	199	61189
86	8733637@N04	1643133@N24	All about Ferrari	0	180	10100
87	8733637@N04	2887072@N25	All about MAN lorries	0	187	27718
88	8733637@N04	2113406@N25	All about Porsche	0	434	31324
89	8733637@N04	2276978@N22	All about vans!	0	163	10422
90	8733637@N04	1324858@N24	ALL BUSES OF THE WORLD	0	1299	561966
91	8733637@N04	21029465@N00	ALL CARS ON FLICKR	0	145	48230
92	8733637@N04	2174285@N21	All european trains - Eisenbahnen in Europa	0	821	269044
93	8733637@N04	933104@N25	All Ferrari	0	211	12416
94	8733637@N04	1289872@N25	All Locomotives, Trains and Trams	0	4643	1835200
95	8733637@N04	698723@N21	All Pictures From Car Shows	0	461	271846
96	8733637@N04	2892746@N25	All pictures on the world (No 30/60 limit)	0	267	80333
97	8733637@N04	2677005@N20	All Scania	0	289	98640
98	8733637@N04	1878580@N25	All Things Bus!	0	447	559604
99	8733637@N04	1475434@N24	All things FIAT	0	422	31615
100	8733637@N04	31627195@N00	All things in Green	0	340	7245
101	8733637@N04	2696800@N20	All things Mercedes	0	194	31866
102	8733637@N04	2512800@N20	All Things Scania	0	590	158554
103	8733637@N04	1694066@N25	All Things Trains	0	579	196524
104	8733637@N04	465536@N24	All Trains	0	1152	325704
105	8733637@N04	2276605@N22	Alle treinen in Nederland!	0	430	73598
106	8733637@N04	692986@N23	Alpine Renault Passion	0	326	6782
107	8733637@N04	2160394@N20	Altautobilder	0	156	68936
108	8733637@N04	808939@N25	Amazing Cars	0	2545	259654
109	8733637@N04	911749@N24	AMC (American Motors Corporation) 1954 to 1987 RIP	0	551	10426
110	8733637@N04	849338@N21	American Automobiles in Europe	0	140	15233
111	8733637@N04	2830586@N21	American Classic Car And Trucks	0	301	50341
112	8733637@N04	1056860@N22	american classic cars	0	765	120379
113	8733637@N04	1954835@N22	AMERICAN CLASSICS	0	60	7632
114	8733637@N04	26264573@N00	amsterdam	0	480	25324
115	8733637@N04	35034363766@N01	Amsterdam (Mokum)	0	9479	218086
116	8733637@N04	1585002@N24	Amsterdam - no rules	0	984	56401
117	8733637@N04	360695@N20	Amsterdam Buildings	0	849	16835
118	8733637@N04	2482661@N20	Amsterdam by nightlight	0	1149	4847
119	8733637@N04	28095135@N00	Amsterdam Canal Hunters	0	901	11517
120	8733637@N04	1250109@N23	Amsterdam Eyes	0	307	18336
121	8733637@N04	1069810@N20	Amsterdam Fixxxed	0	1077	27131
122	8733637@N04	61598278@N00	Amsterdam today	0	630	100851
123	8733637@N04	94131539@N00	Amsterdam-Oost	0	438	6191
124	8733637@N04	518214@N25	Amsterdamse School / Art Deco and Jugendstil /	0	71	1787
125	8733637@N04	35256021@N00	Antique Cars. (Pre 1940 &amp; No Hot Rods or Customs)	0	1412	54439
126	8733637@N04	666856@N20	Antique Common Cars	0	557	171351
127	8733637@N04	2790659@N21	ANTIQUE SHOPS IN THE WORLD	0	105	1445
128	8733637@N04	85574270@N00	Antique, Vintage, Classic Cars and Trucks	0	6146	574664
129	8733637@N04	868945@N25	Any Automobile	0	557	150499
130	8733637@N04	1032366@N20	Any kind of License plate	0	122	21394
131	8733637@N04	802521@N21	Any kind of vehicles	0	1535	707486
132	8733637@N04	59515882@N00	Any painted sign,notice, or mural painted on a building	0	198	5673
133	8733637@N04	1045947@N22	Any Thing Trains	0	693	380278
134	8733637@N04	76649513@N00	ANYTHING ALLOWED!!!!!!	0	31819	4785821
135	8733637@N04	814979@N25	Anything France	0	103	4925
136	8733637@N04	67466341@N00	Anything Honda	0	1020	14679
137	8733637@N04	1664879@N25	Anything Railway	0	2028	1192825
138	8733637@N04	864194@N25	Aquellos Magníficos Autos	0	480	96401
139	8733637@N04	728190@N21	Arch Daily	0	8880	257643
140	8733637@N04	985385@N25	Architect Willem Marinus Dudok	0	144	539
141	8733637@N04	27995358@N00	Architecture / 建築	0	9820	566549
142	8733637@N04	19328610@N00	Architecture and Buildings	0	9490	681226
143	8733637@N04	575963@N22	architecture and buildings / arquitectura y edificios	0	2843	178379
144	8733637@N04	75703817@N00	Architecture and Other Edifices	0	3826	183543
145	8733637@N04	370213@N21	Architecture Directory	0	27083	969664
146	8733637@N04	77162218@N00	Architecture in Europe	0	11478	656005
147	8733637@N04	58615245@N00	Architecture of Days Gone By	0	4301	273647
148	8733637@N04	926606@N21	Architecture of Modern Movement 1880-1940	0	953	15755
149	8733637@N04	2702002@N24	Architecture Unlimited	0	16522	468687
150	8733637@N04	84655125@N00	Architecture, 1400-1900	0	4921	119298
151	8733637@N04	2203177@N20	Architecture, Landscape and Cities images / Archiref.com	0	5500	263457
152	8733637@N04	895901@N21	Archiworld: Group of Architecture	0	919	91959
153	8733637@N04	80534579@N00	Art Nouveau	0	2581	46955
154	8733637@N04	90045273@N00	Art-Deco	0	574	14947
155	8733637@N04	1066159@N24	ASSEN TT CIRCUIT TRACK PICTURES	0	107	12809
156	8733637@N04	55983623@N00	Aston  Martin	0	3313	37569
157	8733637@N04	1135986@N23	Aston Martin Pictures	0	1133	19377
158	8733637@N04	1230768@N25	Audi worldwide	0	1889	27730
159	8733637@N04	1563097@N25	AUSTIN CAMBRIDGE &amp; MORRIS OXFORD GROUP / BMC FARINAS	0	110	2327
160	8733637@N04	52886638@N00	Austin cars	0	1119	19981
161	8733637@N04	323366@N20	Austin Healey	0	527	7707
162	8733637@N04	965776@N24	Auto Almanac	0	413	72742
163	8733637@N04	1260838@N23	Auto française , années 20 (1920 à 1929)	0	176	4838
164	8733637@N04	1330626@N25	Auto française , années 30 (1930 à 1939)	0	229	8689
165	8733637@N04	1394819@N23	Auto française, années 40 (1940 à 1949)	0	91	1380
166	8733637@N04	1421141@N22	Auto françaises, années 50 (1950 à 1959)	0	192	6176
167	8733637@N04	826851@N24	AUTO ITALIANE (Italian cars)	0	1010	95867
168	8733637@N04	3319023@N25	Auto Passion	0	140	69340
169	8733637@N04	48214036@N00	AUTO UNION	0	452	5204
170	8733637@N04	1213420@N21	Auto123 - Car pictures	0	1615	383494
171	8733637@N04	718388@N22	AUTOBIANCHI	0	187	2659
172	8733637@N04	2779427@N24	Autobianchi cars and vans	0	46	1780
173	8733637@N04	668178@N21	AutoGespot	0	1191	68414
174	8733637@N04	4248599@N22	AUTOHOLIC - design,concepts &amp; art (opted out of 60/30)	0	282	40325
175	8733637@N04	1150445@N25	Automobile Photography	0	1436	123242
176	8733637@N04	35468132401@N01	Automobiles	0	6428	855105
177	8733637@N04	1371871@N20	Automobiles françaises des années 60 (1960 à 1969)	0	164	5179
178	8733637@N04	755037@N24	Automobiles Simca &amp; Talbot	0	250	6532
179	8733637@N04	1732314@N25	Automobili Lamborghini	0	373	12492
180	8733637@N04	14823787@N22	automobilo	0	19	2878
181	8733637@N04	68944992@N00	Automotive Holland	0	268	6702
182	8733637@N04	1658919@N21	Automotive Museums	0	189	46117
183	8733637@N04	1244693@N21	Automotive Photography of the World	0	630	64673
184	8733637@N04	2467128@N21	Automotive Twins	0	97	3346
185	8733637@N04	778546@N24	Autopaparazzi - 30/60 opted out	0	1415	222961
186	8733637@N04	54094004@N00	AUTOS (CARS)	0	8606	985013
187	8733637@N04	93397799@N00	Autos aus der DDR	0	381	7979
188	8733637@N04	872280@N21	- Cars, SUV's, Trucks &amp; Bus	0	515	49438
189	8733637@N04	1233074@N21	Autoshite	0	442	78663
190	8733637@N04	49559402@N00	AUTOSPORT:  CARS IN MOTION	0	1738	155881
191	8733637@N04	511153@N25	Awesome Cars	0	769	42985
192	8733637@N04	2469258@N21	Bahnfotografie - Railphotography	0	708	134724
193	8733637@N04	22691836@N00	Balcón - Balcony - Balkon	0	767	15049
194	8733637@N04	2291417@N21	Bars, restaurants, bakeries &amp; markets all over the world	0	1882	51168
195	8733637@N04	1240889@N23	Baureihe  52  weltweit	0	113	4846
196	8733637@N04	14665986@N23	Baureihe 23	0	36	796
197	8733637@N04	923173@N24	Beaugency et  Meung sur Loire	0	101	524
198	8733637@N04	1084729@N21	Beautiful France / La Belle France	0	4504	277209
199	8733637@N04	2220628@N20	Beautiful Italian Cars	0	202	20965
200	8733637@N04	823921@N22	Beauty of the buses and coaches	0	881	230862
201	8733637@N04	646678@N22	Bedford Vehicles	0	390	14443
202	8733637@N04	575163@N23	Bedfords	0	439	14142
203	8733637@N04	2165104@N23	Beige cars, vans and trucks	0	38	2052
204	8733637@N04	2129483@N24	Belgian Cars	0	40	1114
205	8733637@N04	93516665@N00	Belgique	0	523	29217
206	8733637@N04	52239892911@N01	Belgium	0	7613	186742
207	8733637@N04	1134614@N20	BELLA ALFA ROMEO	0	328	21226
208	8733637@N04	92391545@N00	Bentley	0	1753	24033
209	8733637@N04	1018602@N20	Bentley Automobiles	0	1300	14233
210	8733637@N04	14620704@N24	Bentley T-Series	0	54	122
211	8733637@N04	24589903@N00	Bertone cars	0	270	6066
212	8733637@N04	1606757@N23	Bestelbusjes in Nederland	0	41	3953
213	8733637@N04	91564095@N00	Black Cars	0	561	30836
214	8733637@N04	683839@N22	BLACK for all VEHICLE	0	478	21816
215	8733637@N04	78978705@N00	Blaulicht	0	602	82279
216	8733637@N04	35973842@N00	Blue Cars	0	600	54801
217	8733637@N04	2028616@N21	Blue Cars!	0	251	22364
218	8733637@N04	636458@N24	BLUE for all VEHICLES	0	454	41896
219	8733637@N04	1694299@N24	Blue Volvos	0	55	2267
220	8733637@N04	1101973@N20	BMC and British Leyland fans	0	428	31904
221	8733637@N04	63514837@N00	BMW	0	2405	55201
222	8733637@N04	2348058@N24	BMW Bavarian Motor Works	0	298	7744
223	8733637@N04	1080011@N20	bmw cars picture	0	4892	78249
224	8733637@N04	3064730@N24	BMW E24	0	19	482
225	8733637@N04	1091251@N22	BMW E30	0	491	6337
226	8733637@N04	52241642621@N01	BMW Enthusiasts	0	7904	90889
227	8733637@N04	1227839@N22	BMW Unlimited	0	694	31103
228	8733637@N04	14711703@N25	BN/GN-kentekens	0	20	122
229	8733637@N04	46176703@N00	Bordjes	0	15	693
230	8733637@N04	18077829@N00	Borgward, Hansa, Lloyd and Goliath	0	185	2932
231	8733637@N04	1435346@N20	Borgward, Lloyd, Hansa, Goliath	0	125	3083
232	8733637@N04	1953146@N22	Boutiques d’antan - Old shops	0	252	4952
233	8733637@N04	2732253@N20	Bow window - Bovindi - Bay window - Oriel	0	224	7595
234	8733637@N04	2780982@N23	Brake lights, reverse lights, indicators, ON!	0	160	6761
235	8733637@N04	1228375@N23	Brandweer	0	87	4773
236	8733637@N04	1035370@N21	Breakdown Vehicles Worldwide	0	251	4954
237	8733637@N04	19614108@N00	Breda	0	301	5905
238	8733637@N04	504361@N20	British Automobile Photography	0	1536	79056
239	8733637@N04	3075603@N20	British Car World (opted out 30/60 group rule)	0	74	28662
240	8733637@N04	1155705@N21	British Cars	0	606	99027
241	8733637@N04	1007744@N24	British Cars 1945-1975	0	1189	84032
242	8733637@N04	2397149@N20	British Cars Photography	0	3099	201627
243	8733637@N04	14643720@N24	British Vehicles (Cars, Trucks &amp; Buses)	0	100	16037
244	8733637@N04	1336616@N20	British Vintage and Classic Cars	0	524	67789
245	8733637@N04	3082770@N21	Brown or Beige Cars	0	59	3401
246	8733637@N04	71205789@N00	Bugatti	0	1597	15114
247	8733637@N04	89661886@N00	BUICK	0	736	20568
248	8733637@N04	13784014@N00	Buildings	0	1662	59948
249	8733637@N04	515299@N20	Bus Explorer	0	578	434076
250	8733637@N04	619146@N23	Bus Group	0	972	736350
251	8733637@N04	56649345@N00	Bus Pictures	0	4979	1469031
252	8733637@N04	1007355@N21	Bus Shots	0	1756	1008218
253	8733637@N04	2468696@N25	BUS Spotting	0	1053	608373
254	8733637@N04	66556437@N00	Buses	0	2095	972454
255	8733637@N04	2056124@N25	Buses from the past	0	58	2943
256	8733637@N04	2028573@N24	Buses in the world	0	298	208090
257	8733637@N04	1657863@N21	Busse - Buses	0	217	109134
258	8733637@N04	1960212@N23	Bussen/Buses/Busse	0	30	20631
259	8733637@N04	75355091@N00	Cadillac	0	522	11074
260	8733637@N04	1082250@N21	cadillac past to future	0	207	8240
261	8733637@N04	958268@N22	Cadillac Style	0	1373	26813
262	8733637@N04	72909739@N00	Caminos de Hierro	0	1427	115781
263	8733637@N04	1696488@N24	camion lkw truck picture	0	59	19643
264	8733637@N04	1040887@N25	Camper Vans	0	370	13135
265	8733637@N04	2640259@N25	Camper, Caravan &amp; other holiday-equipment Group	0	168	16411
266	8733637@N04	87019294@N00	Camperfans - join us!	0	319	7388
267	8733637@N04	2169787@N20	Campers any mobile living	0	309	20049
268	8733637@N04	2983995@N25	Canon 80D Photography	0	2162	81231
269	8733637@N04	19632387@N00	Capital cities around the world - Damn: READ WHAT IT'S ABOUT!!!	0	3405	116601
270	8733637@N04	891792@N21	Capitals of the world	0	5267	299785
271	8733637@N04	16305888@N00	CAR [directory] 車	0	19992	902579
272	8733637@N04	19745039@N00	Car in motion	0	1630	60080
273	8733637@N04	1129393@N20	Car Land	0	562	92567
274	8733637@N04	47578851@N00	car logos	0	732	15748
275	8733637@N04	87636869@N00	Car Photography	0	3482	437355
276	8733637@N04	2135519@N25	Car Show Picture Dump Group	0	866	130331
277	8733637@N04	62162405@N00	car shows	0	6698	595435
278	8733637@N04	3155004@N22	Car Spotting World (opted out 30/60 group rule)	0	69	33032
279	8733637@N04	1176847@N20	Car Spotting.	0	186	48999
280	8733637@N04	52239946716@N01	Cars	0	4919	748735
281	8733637@N04	987920@N24	Cars &amp; Supercars	0	1395	88335
282	8733637@N04	1091172@N25	Cars - Open Top (roof must be down)	0	245	16139
283	8733637@N04	858649@N21	CARS - السيارات - 車 - Autos - coches - автомоб	0	9079	1154355
284	8733637@N04	2608687@N23	Cars and Trucks Of The 70's	0	185	14418
285	8733637@N04	940612@N22	Cars at Night	0	1083	8777
286	8733637@N04	30649004@N00	Cars Cars Cars	0	23618	1279137
287	8733637@N04	2331440@N21	Cars from North America in Europe	0	177	23237
288	8733637@N04	623239@N25	Cars from the Past: Classic Cars	0	22513	1202505
289	8733637@N04	28231775@N00	Cars in Black	0	476	18733
290	8733637@N04	1707995@N22	CARS MEETING	0	241	16868
291	8733637@N04	1158459@N23	Cars Of 1900 Through 1919	0	20	801
292	8733637@N04	14744232@N21	CARS of PARIS Classic &amp; Youngtimer (30/60 opted out)	0	16	873
293	8733637@N04	1575560@N23	Cars of the 1900's	0	172	3696
294	8733637@N04	1572853@N23	Cars of the 1910's	0	160	5506
295	8733637@N04	1158461@N23	Cars of the 1920's	0	613	13322
296	8733637@N04	1118270@N24	Cars of the 1930's	0	342	27755
297	8733637@N04	1153644@N21	Cars of the 1940's	0	368	22895
298	8733637@N04	1128667@N20	Cars of the 1950's	0	578	75644
299	8733637@N04	1154913@N21	Cars of the 1960's	0	634	120145
300	8733637@N04	1118276@N24	Cars of the 1970's	0	553	111780
301	8733637@N04	1328887@N23	Cars of the 1980's	0	476	53212
302	8733637@N04	44119739@N00	Cars of the 1980's (...and Early 1990's)	0	605	86675
303	8733637@N04	1118282@N24	Cars of the 1990's	0	340	57792
304	8733637@N04	1753111@N23	Cars of the 2000's	0	83	19907
305	8733637@N04	2005419@N22	Cars of the 2010's	0	44	11989
306	8733637@N04	14678090@N24	Cars of the 2020's	0	8	734
307	8733637@N04	1349594@N20	Cars of the World	0	730	243812
308	8733637@N04	566347@N21	Cars Only .. !!	0	2090	229462
309	8733637@N04	1589262@N20	Cars Photographers	0	918	202081
310	8733637@N04	14786724@N20	Cars Spotted 2022	0	68	859
311	8733637@N04	1184769@N23	Cars with 6 wheels or more	0	123	1305
312	8733637@N04	14679266@N21	Cars with Dealer Plates	0	13	372
313	8733637@N04	2217047@N25	Cars with Dutch plates	0	226	94391
314	8733637@N04	3057443@N22	Cars with Lights On	0	124	5074
315	8733637@N04	2764057@N25	Cars with Long Term Owners (25+ Years)	0	81	5624
316	8733637@N04	939258@N25	Cars With Plates That Match	0	103	1893
317	8733637@N04	2239546@N20	Cars with swiss license plates	0	35	2104
318	8733637@N04	3775113@N25	Cars with Twin Headlights	0	167	22042
319	8733637@N04	2246726@N21	Cars, and more cars!	0	878	113449
320	8733637@N04	1458066@N22	Cars, planes, motorbikes, boats, trains and trucks of the whole	0	4339	1119753
321	8733637@N04	2784105@N20	CARS...VOITURES...FAHRZEUGE...AUTOMOBILI	0	492	205167
322	8733637@N04	937508@N20	CarSpotters	0	341	47199
323	8733637@N04	14815053@N23	Carspotting 2022	0	42	1359
324	8733637@N04	2094297@N23	Carspotting International	0	406	83389
325	8733637@N04	2607528@N24	Carspotting World	0	287	116746
326	8733637@N04	14814173@N23	Carspotting — Old Cars	0	229	4024
327	8733637@N04	1356885@N21	CARTIFACTS	0	1003	95664
328	8733637@N04	2626127@N24	CD-kentekens	0	22	129
329	8733637@N04	2455576@N23	Champagne Ardennes	0	52	3984
330	8733637@N04	2627359@N22	Champagne-Ardenne : la vie dans les villes	0	52	1814
331	8733637@N04	76788264@N00	CHEVROLET	0	4813	144004
332	8733637@N04	639696@N21	China Carz	0	69	3268
333	8733637@N04	2766495@N21	Chinese cars	0	75	2671
334	8733637@N04	507168@N22	Chrysler Automobiles	0	602	22558
335	8733637@N04	73507820@N00	Churches, Chapels, Domes, Mosques, Temples, Shrines and Monaster	0	24264	903790
336	8733637@N04	97837248@N00	Circuit Zandvoort	0	277	11505
337	8733637@N04	76948927@N00	Cities of Europe	0	554	41238
338	8733637@N04	681016@N21	Cities, Building &amp; Ciudades y Edificios	0	706	27817
339	8733637@N04	67963259@N00	Citroen	0	3408	69934
340	8733637@N04	690934@N22	Citroen Ami	0	202	3780
341	8733637@N04	374124@N22	Citroen AX	0	111	1040
342	8733637@N04	2915297@N24	Citroen Berlingo Cars	0	17	248
343	8733637@N04	23539214@N00	Citroen BX	0	209	7107
344	8733637@N04	2694034@N21	Citroen C15	0	50	1063
345	8733637@N04	43981780@N00	Citroen C4	0	50	470
346	8733637@N04	3286659@N22	Citroen C4 Cactus	0	17	168
347	8733637@N04	2898733@N22	Citroen Cars	0	355	36608
348	8733637@N04	24851816@N00	Citroen DS	0	404	10959
349	8733637@N04	362321@N22	Citroen Dyane	0	218	2920
350	8733637@N04	471005@N25	Citroen SM	0	174	1727
351	8733637@N04	2935205@N22	Citroen Vans (no 30/60 limit)	0	109	2742
352	8733637@N04	79097548@N00	Citroen XM...	0	132	1937
353	8733637@N04	498549@N21	Citroen ZX	0	64	551
354	8733637@N04	1128479@N22	Citromobile	0	40	3163
355	8733637@N04	1419977@N21	Citroën - Ambulance Service Vehicles	0	85	613
356	8733637@N04	2810817@N20	Citroën 11B cars	0	15	516
357	8733637@N04	645450@N25	Citroën Acadiane	0	109	1285
358	8733637@N04	1428421@N22	Citroën Ami 6	0	71	810
359	8733637@N04	2933305@N25	Citroën Ami 6 et 8 Only	0	26	1007
360	8733637@N04	2935215@N22	Citroën Berlingo	0	96	387
361	8733637@N04	59548060@N00	Citroën C4	0	160	1235
362	8733637@N04	1167583@N20	Citroën C5	0	63	319
363	8733637@N04	440188@N24	Citroën C6	0	108	1945
364	8733637@N04	52239763498@N01	Citroën Classics	0	1086	59435
365	8733637@N04	27028081@N00	Citroën CX	0	347	4842
366	8733637@N04	1351986@N20	Citroën DS3, DS4 &amp; DS5	0	73	810
367	8733637@N04	1324665@N22	Citroën LN/LNA	0	29	217
368	8733637@N04	2107597@N24	Citroën Rosalie	0	24	290
369	8733637@N04	812509@N23	Citroën Saxo, AX + Peugeot 104, 106 + Talbot Samba	0	228	2785
370	8733637@N04	1031219@N23	Citroën Stuff	0	359	21049
371	8733637@N04	77004171@N00	Citroën Type H	0	297	2066
372	8733637@N04	1346565@N22	Citroën Visa	0	92	1901
373	8733637@N04	1120570@N24	Citroën Xantia	0	121	828
374	8733637@N04	59903238@N00	Citroën's twin-cylinder	0	840	23581
375	8733637@N04	35561443@N00	CitroënDS	0	785	14612
376	8733637@N04	48137802@N00	Citröen GS / GSA	0	156	2292
377	8733637@N04	567626@N23	city &amp; the streets	0	16830	675965
378	8733637@N04	2820904@N22	City architecture, historic monuments, bridges, metropolis, famo	0	320	30238
379	8733637@N04	94546741@N00	City at Night !	0	6420	163554
380	8733637@N04	1099766@N22	CITY SCAPES.	0	4110	132541
381	8733637@N04	1545061@N25	Cityscapes Anywhere	0	3536	85068
382	8733637@N04	1488746@N23	Classic  Vehicles - Young and Old	0	1448	324315
383	8733637@N04	1310181@N23	Classic American Cars	0	220	17856
384	8733637@N04	1121778@N22	Classic American Cars (1925-1975)	0	1263	110008
385	8733637@N04	91214994@N00	Classic BMWs	0	769	15322
386	8733637@N04	78651613@N00	Classic British Motors	0	1018	85068
387	8733637@N04	1340472@N24	Classic Car Life	0	522	53597
388	8733637@N04	3853717@N20	Classic Car World (opted out 30/60 group rule)	0	96	40946
389	8733637@N04	70448288@N00	Classic Cars	0	3447	443378
390	8733637@N04	1683148@N24	classic cars in snow or really bad weather	0	45	449
391	8733637@N04	2302655@N23	Classic Cars on Trailers and Trucks	0	181	5926
392	8733637@N04	39466487@N00	Classic cars, rallies and races	0	362	22473
393	8733637@N04	19065785@N00	classic ford	0	1206	50574
