	ID	Building Elements	Urban Form Elements	Gastronomy	Interior Scenery	Natural Features and Land-scape Scenery	Monuments and Buildings	People’s Activity and Association	Artifact Products	Urban Scenery	category	category_id	category_vote	cat_id_vote	category_stack	cat_id_stack	conf	category_same	labelled
0	51870743082	0.01732351	0.084235725	0.011772555	0.008375845	0.137069525	0.18063284000000002	0.02472191	0.006160629999999999	0.52970746	urban scenery	8	urban scenery	8	urban scenery	8	0.5297074552752093	True	False
1	51871789478	0.00847811	0.024523305	0.0047700699999999995	0.0031472950000000005	0.017343515	0.034158285000000004	0.00602957	0.0019319099999999998	0.899617935	urban scenery	8	urban scenery	8	urban scenery	8	0.8996179385913857	True	True
2	51870742942	0.099335275	0.12592172499999998	0.011963865	0.008849285	0.10920464	0.441800145	0.048638415000000004	0.01058092	0.14370573	monuments	5	monuments	5	monuments	5	0.4418001448640848	True	False
3	51870380541	0.016986555	0.15215096	0.042841105	0.028246254999999998	0.01162916	0.056818904999999996	0.622605305	0.059843625	0.008878125	people	6	people	6	people	6	0.6226053056821091	True	False
4	51863124066	0.50868651	0.17371755	0.005879995	0.06710839499999999	0.0174365	0.18460228	0.029342820000000002	0.008940074999999999	0.004285875	architectural elements	0	architectural elements	0	architectural elements	0	0.5086865112303408	True	False
5	51860573333	0.20397377500000002	0.43130339500000003	0.031805185	0.070969235	0.0058328849999999995	0.13654168	0.05149007	0.052446165	0.015637605	form	1	form	1	form	1	0.4313033925830893	True	False
6	51861144440	0.0131050832	0.8798411855	0.00981522665	0.00756784133	0.0139284733845	0.028125035149999998	0.02409973695	0.0036062750000000004	0.019911147875	form	1	form	1	form	1	0.8798411878834618	True	True
7	51859439546	0.01389874	0.049227234999999994	0.02839593	0.015632085	0.019966405	0.03198086	0.7958983900000001	0.03493436	0.010065995	people	6	people	6	people	6	0.7958983882542583	True	True
8	51858312666	0.22856900000000002	0.49479797999999997	0.010304455	0.023915645	0.003650105	0.179938915	0.03895113	0.009459795	0.010412975	form	1	form	1	form	1	0.4947979785269009	True	False
9	51857714343	0.03727972	0.211392415	0.015085659999999999	0.01856284	0.47575384	0.03579815	0.06856849	0.01127192	0.126286965	landscape scenery and natural features	4	landscape scenery and natural features	4	landscape scenery and natural features	4	0.4757538370468276	True	False
10	51862639019	0.21224334500000003	0.2920669	0.004582165	0.17347383500000002	0.004783325	0.277383235	0.009936795	0.014122305	0.01140808	form	1	form	1	form	1	0.292066901494308	True	False
11	51856411639	0.028205024999999998	0.016122875000000002	0.0051396	0.01062927	0.87577954	0.012095015	0.037960675	0.0051865	0.008881515	landscape scenery and natural features	4	landscape scenery and natural features	4	landscape scenery and natural features	4	0.8757795369039556	True	True
12	51855730156	0.28062028	0.147413415	0.01298918	0.054687320000000005	0.04867789	0.18536691	0.141319225	0.05633366	0.07259212000000001		-1	architectural elements	0	monuments	5	0.3229180624400259	False	False
13	51854525966	0.51824648	0.02923797	0.00376648	0.016121185	0.00932463	0.39242378499999997	0.009510395000000001	0.007139295	0.014229795	architectural elements	0	architectural elements	0	architectural elements	0	0.5182464778011118	True	False
14	51853562592	0.079182175	0.07520836	0.02304495	0.52720944	0.008762105	0.037700265	0.04312940999999999	0.19109002	0.014673285000000001	interior	3	interior	3	interior	3	0.5272094408116124	True	False
15	51853562417	0.58548367	0.03247832	0.00328199	0.314690625	0.01594941	0.021423155	0.014620465000000001	0.007539765	0.00453261	architectural elements	0	architectural elements	0	architectural elements	0	0.5854836717806085	True	False
16	51854602848	0.008990515	0.024139195	0.0106347	0.010390044999999999	0.22593997	0.00760718	0.69987292	0.008311645	0.004113835	people	6	people	6	people	6	0.6998729162592996	True	False
17	51854602688	0.00730368	0.020103595	0.009789335	0.011626305	0.458763695	0.003204845	0.479134615	0.0056742500000000005	0.0043996799999999996		-1	landscape scenery and natural features	4	people	6	0.5754046272325548	False	False
18	51854602318	0.011915849999999999	0.02781782	0.01227011	0.015202955	0.53320663	0.004372135	0.373970375	0.008902344999999999	0.01234178	landscape scenery and natural features	4	landscape scenery and natural features	4	landscape scenery and natural features	4	0.5332066311098854	True	False
19	51854848929	0.029343630000000002	0.69461265	0.02263579	0.03575009	0.004815875	0.09950345	0.070674355	0.02513709	0.017527075	form	1	form	1	form	1	0.6946126481795467	True	False
20	51854523271	0.09505447	0.397419745	0.037110489999999996	0.058414885	0.01118771	0.092490195	0.253401875	0.038915405	0.01600523		-1	form	1	people	6	0.4013425045898275	False	False
21	51854848619	0.10981400499999999	0.18830311	0.00462706	0.00517249	0.007431205	0.62823842	0.011621969999999999	0.004463	0.04032874	monuments	5	monuments	5	monuments	5	0.6282384202841289	True	False
22	51854600423	0.03296859	0.196416485	0.0061551	0.0052948349999999995	0.00535619	0.579965275	0.01520874	0.00525005	0.153384745	monuments	5	monuments	5	monuments	5	0.5799652769918241	True	False
23	51853558867	0.326064485	0.15109611	0.012175455	0.06929899	0.018335805	0.098251535	0.214446195	0.09789207999999999	0.012439345000000001	architectural elements	0	architectural elements	0	architectural elements	0	0.3260644878848752	True	False
24	51855179155	0.031967035000000005	0.51512421	0.02141294	0.01403414	0.055759210000000003	0.058374885	0.14880379999999999	0.00855556	0.14596822	form	1	form	1	form	1	0.5151242092032651	True	False
25	51853558582	0.020961075	0.24726853	0.015299984999999999	0.00933113	0.03133333	0.060185235000000004	0.04922986	0.00929271	0.55709814	urban scenery	8	urban scenery	8	urban scenery	8	0.5570981393855214	True	False
26	51853322782	0.637084405	0.08465868	0.013288775000000001	0.108828805	0.0300645	0.03843594	0.059660405	0.02180576	0.0061727299999999995	architectural elements	0	architectural elements	0	architectural elements	0	0.6370844057945468	True	False
27	51849934309	0.01192427946	0.8273238865	0.0048758442700000005	0.0046206824550000004	0.006239509828	0.0279796315	0.09910778655	0.0058367746299999995	0.01209160506	form	1	form	1	form	1	0.8273238853297333	True	True
28	51847785831	0.0067501353	0.05021899675	0.10859325350000001	0.01139773932	0.0038948683379999996	0.003582679015	0.788871007	0.02505895755	0.0016323630264999999	people	6	people	6	people	6	0.7888710083280929	True	True
