	ID	Building Elements	Urban Form Elements	Gastronomy	Interior Scenery	Natural Features and Land-scape Scenery	Monuments and Buildings	People’s Activity and Association	Artifact Products	Urban Scenery	category	category_id	category_vote	cat_id_vote	category_stack	cat_id_stack	conf	category_same	labelled
0	23903381607	0.03649907	0.056327135	0.00991553	0.7847555150000001	0.008825415	0.01358883	0.051455855	0.03364178	0.0049908750000000005	interior	3	interior	3	interior	3	0.7847555136907449	True	True
1	23903645987	0.04060059	0.625583165	0.040527805	0.023794315	0.00802745	0.03898159	0.19620889	0.01306686	0.01320933	form	1	form	1	form	1	0.6255831649545829	True	False
2	23919231927	0.07365550500000001	0.355538515	0.029173934999999998	0.022502095	0.35896895	0.026122470000000002	0.08672294	0.018698525	0.028617064999999997		-1	landscape scenery and natural features	4	form	1	0.48142248592808157	False	False
3	23940920237	0.24340412	0.3009552	0.013184155	0.18860281499999998	0.008439675	0.12935248500000002	0.033843855	0.074430645	0.007787054999999999		-1	architectural elements	0	form	1	0.36556464599095634	False	False
4	23952125997	0.04422005	0.017231525	0.009817295	0.84225823	0.004573125000000001	0.0039676799999999995	0.03886481	0.035273435	0.0037938449999999997	interior	3	interior	3	interior	3	0.8422582315582616	True	True
5	23952153207	0.047852215	0.04041636	0.004495084999999999	0.8740543700000001	0.00428847	0.010457745000000001	0.00737527	0.008747564999999999	0.00231293	interior	3	interior	3	interior	3	0.8740543675684181	True	True
6	23952166797	0.02251792	0.721437105	0.02703447	0.011024869999999999	0.020153519999999998	0.040452390000000005	0.132781215	0.01091492	0.013683585	form	1	form	1	form	1	0.7214371040757841	True	True
7	23963940127	0.019541425	0.823075165	0.01905536	0.00608543	0.002759475	0.053753955	0.053941085	0.009399875	0.01238823	form	1	form	1	form	1	0.8230751632974351	True	True
8	24007174607	0.047815005	0.60819121	0.0049287	0.01208443	0.019757375	0.27645309	0.014617475	0.004830665	0.01132206	form	1	form	1	form	1	0.6081912079434755	True	False
9	24023730017	0.06592169	0.73054617	0.017769305	0.0142984	0.006113345	0.05894341	0.08923531500000001	0.008275695	0.008896669999999999	form	1	form	1	form	1	0.7305461685088561	True	True
