	index	text_bool	Criteria i	Criteria ii	Criteria iii	Criteria iv	Criteria v	Criteria vi	Criteria vii	Criteria viii	Criteria ix	Criteria x	Others	max_1_val	max_1_col	max_2_val	max_2_col	max_3_val	max_3_col	max_1	max_3	conf_3	conf_1	same_3	same_1	labelled
0	51859675789	True	0.0233353668541765	0.00691028659139795	0.020330478218303298	0.010408837832146151	0.0037577582059548	0.0204273670607023	0.11927719206306454	0.212310492021904	0.3255910649396657	0.24452824778682708	0.01312279720363615	0.3255910649396657	Criteria ix	0.24452824778682708	Criteria x	0.212310492021904	Criteria viii	0.3255910649396657	0.7824298047483967	0.8486000943717957	0.45342110278682707	0.5	False	True
1	51859339946	False																								False
2	51858385807	False																								False
3	51859339546	False																								False
4	51858385377	False																								False
5	51858385192	True	0.14391675731298445	0.11275643760570525	0.19372805262577053	0.2833015198215103	0.013330603171245549	0.156951379307518	0.031781207507363296	0.0262452357678318	0.0103998791824975	0.0156091124263153	0.0119798999468855	0.2833015198215103	Criteria iv	0.19372805262577053	Criteria iii	0.156951379307518	Criteria vi	0.2833015198215103	0.6339809517547988	0.678992534246273	0.34502391762577056	0.2	False	False
6	51860000170	False																								False
7	51859999785	False																								False
8	51858384372	True	0.14014087981298445	0.07270174260570525	0.23129194262577055	0.21267650982151032	0.01622859767124555	0.226872544307518	0.0320258615073633	0.0264922354678318	0.0108507696824975	0.0176943154263153	0.013024618446885499	0.23129194262577055	Criteria iii	0.226872544307518	Criteria vi	0.21267650982151032	Criteria iv	0.23129194262577055	0.6708409967547988	0.691509744246273	0.27439890762577057	0.5	False	False
9	51859338071	False																								False
10	51858384092	False																								False
11	51859337811	False																								False
12	51859673444	False																								False
13	51858386362	False																								False
14	51859340181	False																								False
15	51849953700	True	0.0613654962097969	0.074310065977684	0.3354951333673477	0.1154874708904457	0.0205371797688031	0.3281473677544021	0.0131067961774851	0.011388882004358749	0.0072389057647309	0.01598063277241845	0.01694207738077085	0.3354951333673477	Criteria iii	0.3281473677544021	Criteria vi	0.1154874708904457	Criteria iv	0.3354951333673477	0.7791299720121956	0.7791299620121956	0.42650135275440215	1.0	False	True
16	51849624444	False																								False
17	51849298111	False																								False
18	51849624014	False																								False
19	51849362548	False																								False
20	51849362308	False																								False
21	51849361923	False																								False
22	51849952060	False																								False
23	51849622829	False																								False
24	51849951555	False																								False
25	51849622429	False																								False
26	51848329347	False																								False
27	51849950845	False																								False
28	51849950600	False																								False
29	51849950430	False																								False
30	51848328342	False																								False
31	51849949985	False																								False
32	51849294731	False																								False
33	51849620514	False																								False
34	51849949345	False																								False
35	51849949175	False																								False
36	51849358338	False																								False
37	51848326782	False																								False
38	51849293341	False																								False
39	51849357598	False																								False
40	51849357378	False																								False
41	51849618719	False																								False
42	51848325632	False																								False
43	51849292256	False																								False
44	51849356438	False																								False
45	51848324897	False																								False
46	51849355863	False																								False
47	51849617279	False																								False
48	51848324247	False																								False
49	51849290631	False																								False
50	51849355063	False																								False
51	51849616514	False																								False
52	51849289921	False																								False
53	51849354478	False																								False
54	51849945015	False																								False
55	51849615589	False																								False
56	51849944360	False																								False
57	51849353448	False																								False
58	51848321862	False																								False
59	51849614609	False																								False
60	51848321447	False																								False
61	51849614274	False																								False
62	51849614089	False																								False
63	51849287486	False																								False
64	51849351783	False																								False
65	51849351453	False																								False
66	51848320167	False																								False
67	51849286631	False																								False
68	51848319727	False																								False
69	51849941670	False																								False
70	51849286081	False																								False
71	51848319372	False																								False
72	51849941290	False																								False
73	51849612254	False																								False
74	51849285441	False																								False
75	51849940740	False																								False
76	51849285136	False																								False
77	51849349548	False																								False
78	51849349253	False																								False
79	51848317832	False																								False
80	51849348713	False																								False
81	51849348433	False																								False
82	51849609974	False																								False
83	51848316677	False																								False
84	51848316467	False																								False
85	51849282701	False																								False
86	51848316022	False																								False
87	51849608969	False																								False
88	51849937725	False																								False
89	51849346473	False																								False
90	51849346238	False																								False
91	51849346058	False																								False
92	51365447482	True	0.1187474979843807	0.04187835802046775	0.1957710839661789	0.08688188893907546	0.0265569099076724	0.21885022612861632	0.1174107862793016	0.04286021715410325	0.02288392455794715	0.0959886264122009	0.0321704939938761	0.21885022612861632	Criteria vi	0.1957710839661789	Criteria iii	0.1187474979843807	Criteria i	0.21885022612861632	0.5333688080791759	0.5979050090338707	0.23581801896617888	0.2	False	False
93	51354200893	True	0.07884379702449794	0.07449065892103955	0.08969654821422955	0.08288855869068905	0.01503724232283255	0.084342144523983	0.0557922059534597	0.02653024848905085	0.0520608090046072	0.4269703027196884	0.013347549346105101	0.4269703027196884	Criteria x	0.08969654821422955	Criteria iii	0.084342144523983	Criteria vi	0.4269703027196884	0.601008995457901	0.6830738019289017	0.453291989523983	0.0	False	False
94	51354163788	True	0.12057461765106675	0.056575997037487	0.117759528927536	0.0757540725105133	0.019017680315503098	0.19524929482698059	0.11821937609844205	0.07794641289545055	0.0379402023926401	0.14894220523236273	0.03202059120082025	0.19524929482698059	Criteria vi	0.14894220523236273	Criteria x	0.12057461765106675	Criteria i	0.19524929482698059	0.46476611771041004	0.5946682462650299	0.2782811663269806	0.0	False	False
95	51273169730	True	0.055215262215293145	0.2122063422214317	0.3266129179956436	0.0816672431349611	0.0157323477935543	0.2823131322707367	0.00597186838576135	0.0019632372876501	0.0027641825791389	0.00494040892433325	0.010613044656128981	0.3266129179956436	Criteria iii	0.2823131322707367	Criteria vi	0.2122063422214317	Criteria ii	0.3266129179956436	0.821132392487812	0.821132397487812	0.3266129179956436	1.0	True	True
96	51849607944	False																								False
97	51849607614	False																								False
98	51849345388	False																								False
99	51848313872	False																								False
100	51849280001	False																								False
101	51849606589	False																								False
102	51848313117	False																								False
103	51849606119	False																								False
104	51849934885	False																								False
105	51849343808	False																								False
106	51849278746	False																								False
107	51849605144	False																								False
108	51849604929	False																								False
109	51849342783	False																								False
110	51849342578	False																								False
111	51849604379	False																								False
112	51836197137	False																								False
113	51837499654	False																								False
114	51837879515	False																								False
115	51837147936	False																								False
116	51837879165	False																								False
117	51754637400	False																								False
118	51638146951	True	0.07219023813072681	0.059359926953817345	0.4210514562350845	0.1346428846751976	0.0499344224774599	0.1260809289900589	0.03130006260116025	0.0207197084049737	0.01341673265068145	0.051925289231969096	0.0193783305387473	0.4210514562350845	Criteria iii	0.1346428846751976	Criteria iv	0.1260809289900589	Criteria vi	0.4210514562350845	0.681775269900341	0.731825549900341	0.4210514562350845	0.2	True	False
119	51630786278	True	0.16921681919484324	0.09271338420488355	0.14085879800884246	0.29537388841033935	0.0658655752079606	0.10859519773288726	0.07253361308273075	0.008454360178250051	0.014529635793022348	0.01748388635467955	0.01437482518914005	0.29537388841033935	Criteria iv	0.16921681919484324	Criteria i	0.14085879800884246	Criteria iii	0.29537388841033935	0.6054495056140251	0.6315197236140251	0.29920230219484323	0.5	False	False
120	51399368631	True	0.31930359972351074	0.2757669903087616	0.09426657881178854	0.18655460197525026	0.01091832359011145	0.090307686748991	0.0042954992036178495	0.00198085833578785	0.0023245155023122	0.0037654334920232003	0.0105158780545043	0.31930359972351074	Criteria i	0.2757669903087616	Criteria ii	0.18655460197525026	Criteria iv	0.31930359972351074	0.7816251920075226	0.7816252120075227	0.3590896703087616	1.0	False	True
121	51353955596	False																								False
122	51354689994	True	0.13289402614273071	0.06057349390777585	0.1539621872867775	0.32115560973621365	0.028148740060482	0.18044492603479764	0.02973012441446205	0.0256791589657049	0.012681344558669051	0.037462835248968096	0.017267575449510852	0.32115560973621365	Criteria iv	0.18044492603479764	Criteria vi	0.1539621872867775	Criteria iii	0.32115560973621365	0.6555627230577887	0.7248501790577888	0.40669399703479764	0.5	False	False
123	51354675299	True	0.2081275860226059	0.0708248091495571	0.1427992469965477	0.1907146586434364	0.0211637996651971	0.31944958313306804	0.0160855849350159	0.00734822286663435	0.005132161658661	0.0064157208277149	0.01193858755925405	0.31944958313306804	Criteria vi	0.2081275860226059	Criteria i	0.1907146586434364	Criteria iv	0.31944958313306804	0.7182918277991103	0.75363076216259	0.4201168735226059	0.5	False	True
124	51247741644	True	0.04750333520131775	0.10352211114899636	0.378351658071022	0.12595294651050565	0.01705745866190335	0.29201255014743804	0.005607871814312351	0.0043713321413389504	0.0039769752729594	0.0085569028391135	0.0130868192818018	0.378351658071022	Criteria iii	0.29201255014743804	Criteria vi	0.12595294651050565	Criteria iv	0.378351658071022	0.7963171547289656	0.7989355747289657	0.444912880147438	0.5	False	True
125	51246985836	True	0.04750333520131775	0.10352211114899636	0.378351658071022	0.12595294651050565	0.01705745866190335	0.29201255014743804	0.005607871814312351	0.0043713321413389504	0.0039769752729594	0.0085569028391135	0.0130868192818018	0.378351658071022	Criteria iii	0.29201255014743804	Criteria vi	0.12595294651050565	Criteria iv	0.378351658071022	0.7963171547289656	0.7989355747289657	0.444912880147438	0.5	False	True
126	51247741619	True	0.04750333520131775	0.10352211114899636	0.378351658071022	0.12595294651050565	0.01705745866190335	0.29201255014743804	0.005607871814312351	0.0043713321413389504	0.0039769752729594	0.0085569028391135	0.0130868192818018	0.378351658071022	Criteria iii	0.29201255014743804	Criteria vi	0.12595294651050565	Criteria iv	0.378351658071022	0.7963171547289656	0.7989355747289657	0.444912880147438	0.5	False	True
127	51161469850	True	0.39182019967689513	0.11025442180325695	0.20308551877820966	0.1495944055348396	0.019365512259151303	0.04918765165678785	0.022932856087455752	0.00507443667232235	0.0064897242605331	0.0244062449334691	0.017789071636122884	0.39182019967689513	Criteria i	0.20308551877820966	Criteria iii	0.1495944055348396	Criteria iv	0.39182019967689513	0.7445001239899444	0.7796938850149917	0.41667742967689514	0.5	False	True
128	51161148859	False																								False
129	51161469570	False																								False
130	51161469490	False																								False
131	51159699482	False																								False
132	51160360751	False																								False
133	51161469050	False																								False
134	51160603333	False																								False
135	51160360356	False																								False
136	51161147794	False																								False
137	51161147599	False																								False
138	51160602828	False																								False
139	51161467395	True	0.1081814492852974	0.05606210440476605	0.5659876436380387	0.10007515301166535	0.00733862186776755	0.12388950416201015	0.011327640157639951	0.0094232997262721	0.00402591567234175	0.0074110524663362504	0.006277627119522001	0.5659876436380387	Criteria iii	0.12388950416201015	Criteria vi	0.1081814492852974	Criteria i	0.5659876436380387	0.7980585970853462	0.8075634955853462	0.5659876436380387	0.5	True	True
140	51160601853	False																								False
141	51160601748	False																								False
142	51161467145	False																								False
143	51159697057	False																								False
144	51159696872	False																								False
145	51160357966	False																								False
146	51160357791	False																								False
147	51161145164	False																								False
148	51159695897	False																								False
149	51159695727	False																								False
150	51160599983	False																								False
151	51161144144	False																								False
152	51159695282	False																								False
153	51159695107	False																								False
154	51161143554	False																								False
155	51160355936	False																								False
156	51159694462	False																								False
157	51160355621	False																								False
158	51161142884	False																								False
159	51159694107	False																								False
160	51161463165	True	0.1051445903417587	0.04738421553940675	0.5359965866954803	0.09114425630664826	0.00670443032691195	0.1902175555294418	0.0061488519260886	0.00397239031541475	0.002266401168371	0.0048649254012283	0.0061558485472294	0.5359965866954803	Criteria iii	0.1902175555294418	Criteria vi	0.1051445903417587	Criteria i	0.5359965866954803	0.8313587325666809	0.8362436885315705	0.5496445155294418	0.5	False	True
161	51161141859	False																								False
162	51160354071	True	0.09570090605752946	0.04396234460296535	0.3117662392929459	0.11253009009189605	0.018041055256462803	0.2605010486216545	0.047049370414308546	0.03539097706505485	0.01776025606818055	0.034697929345582953	0.0225997636970614	0.3117662392929459	Criteria iii	0.2605010486216545	Criteria vi	0.11253009009189605	Criteria iv	0.3117662392929459	0.6847973780064965	0.6847973880064964	0.31394277429294587	1.0	False	False
163	51160353941	False																								False
164	51161141514	False																								False
165	51161141359	False																								False
166	51160353561	False																								False
167	51159692412	False																								False
168	51160353321	False																								False
169	51159692062	False																								False
170	51161140714	False																								False
171	51160352981	True	0.0812478289016342	0.04121011122942255	0.23639296052631376	0.10184841739801406	0.0190786052401516	0.386938408349514	0.0365102998671398	0.027707521389433852	0.0164038464584279	0.031222464458326302	0.021439558375069202	0.386938408349514	Criteria vi	0.23639296052631376	Criteria iii	0.10184841739801406	Criteria iv	0.386938408349514	0.7251797862738418	0.7251798062738419	0.41515512052631376	1.0	False	False
172	51161140389	False																								False
173	51159691352	False																								False
174	51160352241	False																								False
