	index	text_bool	Criteria i	Criteria ii	Criteria iii	Criteria iv	Criteria v	Criteria vi	Criteria vii	Criteria viii	Criteria ix	Criteria x	Others	max_1_val	max_1_col	max_2_val	max_2_col	max_3_val	max_3_col	max_1	max_3	conf_3	conf_1	same_3	same_1	labelled
0	51885929339	True	0.041137768946807346	0.2500440782917023	0.14829437830909728	0.40612021622314454	0.02093391075128265	0.1159647015484905	0.00183864032865825	0.0015913625603045998	0.0023583277116738	0.0021384914890635997	0.009578120962967073	0.40612021622314454	Criteria iv	0.2500440782917023	Criteria ii	0.14829437830909728	Criteria iii	0.40612021622314454	0.8044586728239441	0.8458554203239441	0.40612021622314454	0.5	True	True
1	51884357517	True	0.05240784202200885	0.11279386345256805	0.2810485540751648	0.36280567332200997	0.0352741535109043	0.10683434376873971	0.009028003468394	0.0057545874492062	0.00963142136114025	0.01159546933150815	0.012826004318706216	0.36280567332200997	Criteria iv	0.2810485540751648	Criteria iii	0.11279386345256805	Criteria ii	0.36280567332200997	0.7566480908497428	0.7607597358497429	0.4752708090751648	0.5	False	True
2	51883860957	True	0.2135153120269775	0.09850915333545684	0.14367555107486724	0.249943390646286	0.044112070237640355	0.13715047006015774	0.0414620391786599	0.01181146269472095	0.013851713300442652	0.027383609708515604	0.0185851875202329	0.249943390646286	Criteria iv	0.2135153120269775	Criteria i	0.14367555107486724	Criteria iii	0.249943390646286	0.6071342537481308	0.6237613865419006	0.258842945646286	0.2	False	False
3	51884423594	True	0.0238517663600373	0.26938630390625	0.1133816706049881	0.33477677483283996	0.02187570470292325	0.2117670251756477	0.00289591934187615	0.00184675227931825	0.0041332763254391	0.00275347074220985	0.01333135881192687	0.33477677483283996	Criteria iv	0.26938630390625	Criteria ii	0.2117670251756477	Criteria vi	0.33477677483283996	0.8159301039147376	0.8167793583440781	0.43576274890625	0.5	False	True
4	51882154188	True	0.0494695522531223	0.095529388544075	0.17999802177080537	0.33810201848989485	0.0403505506042852	0.2477620521559906	0.00904419767858505	0.00719846459941395	0.009808710342697851	0.01137788199751985	0.01135919880460475	0.33810201848989485	Criteria iv	0.2477620521559906	Criteria vi	0.17999802177080537	Criteria iii	0.33810201848989485	0.7658620924166908	0.7798636434166908	0.37240016277080534	0.5	False	True
5	51882079916	True	0.17431767506176946	0.1732656707739067	0.106703302585392	0.24499288997074126	0.030991190060782402	0.20099883082952497	0.0119059419922912	0.0076106327838721	0.0095159511517104	0.0245180905124993	0.015179785751422299	0.24499288997074126	Criteria iv	0.20099883082952497	Criteria vi	0.17431767506176946	Criteria i	0.24499288997074126	0.6203093958620357	0.69644077333004	0.31331495497074124	0.2	False	False
6	51882398439	True	0.20543218807630537	0.21332332392410275	0.13879431767995834	0.2334856165110588	0.015603950392846101	0.15505512560611726	0.0054400151230828	0.0037050368575016	0.00380978024894105	0.01189376977558085	0.013456892368582008	0.2334856165110588	Criteria iv	0.21332332392410275	Criteria ii	0.20543218807630537	Criteria i	0.2334856165110588	0.6522411285114669	0.7046159160412788	0.28071858392410276	0.5	False	False
7	51882396944	True	0.20543218807630537	0.21332332392410275	0.13879431767995834	0.2334856165110588	0.015603950392846101	0.15505512560611726	0.0054400151230828	0.0037050368575016	0.00380978024894105	0.01189376977558085	0.013456892368582008	0.2334856165110588	Criteria iv	0.21332332392410275	Criteria ii	0.20543218807630537	Criteria i	0.2334856165110588	0.6522411285114669	0.7046159160412788	0.28071858392410276	0.5	False	False
8	51882056851	True	0.18868487899484634	0.1851818182482147	0.0447027584017324	0.42077462127910614	0.01780950497394605	0.12482049490104676	0.00243411116078345	0.00173677616957555	0.0021844123360109003	0.0021283400836366	0.00954226914473975	0.42077462127910614	Criteria iv	0.18868487899484634	Criteria i	0.1851818182482147	Criteria ii	0.42077462127910614	0.7946413185221671	0.8228372435221671	0.42077462127910614	0.5	True	True
9	51881082342	True	0.1947223671180534	0.4612262975580215	0.027480087997859	0.2612101866096878	0.0090064131580126	0.030997611805829998	0.00122392566084795	0.00232464860082085	0.00209067327031725	0.00161931256746375	0.0080984891959873	0.4612262975580215	Criteria ii	0.2612101866096878	Criteria iv	0.1947223671180534	Criteria i	0.4612262975580215	0.9171588512857627	0.9171588662857628	0.4612262975580215	1.0	True	True
