	ID	Building Elements	Urban Form Elements	Gastronomy	Interior Scenery	Natural Features and Land-scape Scenery	Monuments and Buildings	People’s Activity and Association	Artifact Products	Urban Scenery	category	category_id	category_vote	cat_id_vote	category_stack	cat_id_stack	conf	category_same	labelled
0	4074991040	0.021579985	0.735007405	0.02230483	0.013245610000000001	0.0018598249999999998	0.07918481	0.044578229999999996	0.018334549999999998	0.063904745	form	1	form	1	form	1	0.7350074033652529	True	True
1	49286194036	0.0077889349999999994	0.0147681	0.082702965	0.0077988350000000005	0.006860504999999999	0.003350625	0.847478765	0.02720523	0.00204604	people	6	people	6	people	6	0.8474787672684622	True	True
2	4995005091	0.029074790000000003	0.68120889	0.031560785	0.009960065	0.00373968	0.07329155000000001	0.12082775999999999	0.01457357	0.03576291	form	1	form	1	form	1	0.681208890315295	True	False
3	50996941904	0.8721917450000001	0.018808115	0.00368353	0.026139219999999998	0.01197716	0.02080488	0.03094921	0.01177717	0.003668965	architectural elements	0	architectural elements	0	architectural elements	0	0.8721917428114461	True	True
4	51042706771	0.076462775	0.031916935	0.127357045	0.038824305	0.074644155	0.010888189999999999	0.34255378999999997	0.285006075	0.012346725		-1	people	6	product	7	0.3730376414168347	False	False
5	51046768633	0.018574855	0.15100153	0.08784024	0.0381797	0.01122086	0.02999191	0.584092235	0.07043767000000001	0.008661	people	6	people	6	people	6	0.58409223817276	True	False
6	51047582882	0.013143780479999999	0.8966032235	0.008300272915	0.0043651215450000004	0.0031152209945	0.038207203499999995	0.0228537366	0.002987150685	0.010424295004999999	form	1	form	1	form	1	0.8966032241615767	True	True
7	51049321133	0.13518255499999998	0.26455659	0.04406756	0.049272225	0.015361115	0.04667246	0.25933658	0.17281148500000001	0.012739435		-1	people	6	form	1	0.35497478647054376	False	False
8	51049470311	0.014224724999999999	0.6737161899999999	0.005130165	0.0037683000000000005	0.005863085	0.226546215	0.00821829	0.004133665	0.058399365	form	1	form	1	form	1	0.6737161909482053	True	False
9	51050134152	0.03751691	0.62216339	0.00977675	0.01030364	0.034605615	0.24295655	0.01490057	0.006542595	0.021233975000000002	form	1	form	1	form	1	0.6221633872448746	True	False
10	51050510011	0.02559988	0.015520339999999999	0.00569232	0.049054175000000005	0.859013005	0.00763935	0.020810925	0.005377575000000001	0.011292435	landscape scenery and natural features	4	landscape scenery and natural features	4	landscape scenery and natural features	4	0.8590130039634979	True	True
11	51051043973	0.01569911	0.20960044	0.551915615	0.008097665	0.010751324999999999	0.040387099999999995	0.06329738	0.057667795	0.042583565000000004	gastronomy	2	gastronomy	2	gastronomy	2	0.5519156131248215	True	False
12	51052060923	0.033955975	0.52871494	0.025091885	0.026661354999999998	0.142714935	0.02741858	0.162628675	0.031761035	0.021052615	form	1	form	1	form	1	0.5287149396573961	True	False
13	51052060988	0.08810509500000001	0.121189145	0.027945514999999997	0.02823819	0.07983472	0.027030554999999998	0.576289225	0.041037689999999995	0.010329865	people	6	people	6	people	6	0.5762892265932726	True	False
14	51052182803	0.020198115	0.87608638	0.010406735	0.006190685	0.01350334	0.026520639999999998	0.026267185	0.005816274999999999	0.01501064	form	1	form	1	form	1	0.8760863780733248	True	True
15	51052182948	0.74952054	0.056412475000000004	0.0075489350000000005	0.04308296	0.017008185	0.03696749	0.06655934499999999	0.01789831	0.005001755	architectural elements	0	architectural elements	0	architectural elements	0	0.7495205419727835	True	True
16	51052206638	0.029152885	0.179544865	0.01203976	0.02131081	0.54378405	0.017995499999999998	0.11820829000000001	0.007918705	0.07004514	landscape scenery and natural features	4	landscape scenery and natural features	4	landscape scenery and natural features	4	0.5437840487663377	True	False
17	51052914091	0.28116029	0.158774925	0.023709505	0.05204724	0.015594165	0.034821055000000004	0.34856295	0.07614413	0.009185735	people	6	people	6	people	6	0.34856294987879705	True	False
18	51052914381	0.01941526	0.707715995	0.021528895	0.00868086	0.005825045	0.040254595000000004	0.157612475	0.006855545	0.03211134	form	1	form	1	form	1	0.7077159937079295	True	True
19	51052994452	0.10031717500000001	0.59374682	0.01882042	0.013258565	0.006069245	0.17334412	0.041100295	0.010168509999999999	0.043174835	form	1	form	1	form	1	0.593746824675298	True	False
20	51052994507	0.40555934000000005	0.08755554	0.020827659999999998	0.079436275	0.017238	0.045460975	0.23499427	0.10146369	0.0074642499999999995	architectural elements	0	architectural elements	0	architectural elements	0	0.40555934226645146	True	False
21	51052994787	0.746619755	0.101046525	0.0079168	0.03412586	0.01625403	0.040741269999999996	0.033107825	0.01540919	0.004778755	architectural elements	0	architectural elements	0	architectural elements	0	0.7466197528707024	True	True
22	51052994867	0.12052151	0.26273335000000003	0.080182685	0.02371427	0.01186665	0.13198141	0.24699101	0.10137568999999999	0.020633425		-1	form	1	people	6	0.30503417641183006	False	False
23	51053017937	0.087947285	0.05354169	0.10049954	0.018621535	0.016809695	0.013922695	0.19304014	0.506700535	0.008916885	product	7	product	7	product	7	0.5067005354323206	True	False
24	51053018107	0.20632134	0.37292524	0.02759468	0.058560810000000005	0.01366506	0.06073047	0.18112074	0.06525844	0.013823219999999999		-1	architectural elements	0	form	1	0.4192059279102725	False	False
25	51053018342	0.031214215	0.715156285	0.01609755	0.011181415	0.00670562	0.142548905	0.044920185	0.00581396	0.026361870000000003	form	1	form	1	form	1	0.7151562842693795	True	True
26	51056136277	0.299798675	0.098217625	0.084165245	0.054290540000000005	0.30624569999999995	0.021199215	0.073101515	0.03979984	0.02318164		-1	landscape scenery and natural features	4	architectural elements	0	0.3659370216347183	False	False
27	51175184837	0.25657279499999996	0.107823015	0.02305403	0.096631445	0.01402061	0.035576745	0.37632145	0.080362775	0.009637139999999999	people	6	people	6	people	6	0.37632145124013644	True	False
28	51175184857	0.535130125	0.06076776	0.01040535	0.08457678	0.010684715000000001	0.057897080000000004	0.17187475	0.059288905	0.00937452	architectural elements	0	architectural elements	0	architectural elements	0	0.535130127207967	True	False
29	51175325177	0.0106523	0.63210418	0.026859095	0.01090599	0.004528445	0.02343386	0.24064491	0.037774345	0.01309688	form	1	form	1	form	1	0.63210417761011	True	False
30	51175325402	0.006997115	0.7549198699999999	0.01068165	0.005790165	0.002203625	0.03694689	0.16475020499999998	0.01029143	0.00741905	form	1	form	1	form	1	0.7549198700669371	True	True
31	51175325812	0.00765571	0.07079866500000001	0.033149625	0.011043775	0.0066703100000000005	0.008934175	0.8273268899999999	0.02969231	0.00472854	people	6	people	6	people	6	0.8273268932336919	True	True
32	51175326567	0.006963101794999999	0.8111742024999999	0.0597131055	0.0032596082035	0.005267065385	0.02530935545	0.06768064265	0.00777164575	0.0128612728	form	1	form	1	form	1	0.8111742020884394	True	True
33	51175326727	0.008630075000000001	0.86419108	0.031863825	0.0028501000000000004	0.00593284	0.02494242	0.044985325	0.00369312	0.012911215	form	1	form	1	form	1	0.8641910810732588	True	True
34	51175326787	0.010862295000000001	0.79291919	0.021881505000000002	0.004711969999999999	0.00683672	0.021352425	0.11881998999999999	0.007597390000000001	0.015018505	form	1	form	1	form	1	0.792919192187915	True	True
35	51175328367	0.0130871	0.09789476999999999	0.048558500000000004	0.019216095	0.01710927	0.013890070000000001	0.7116068950000001	0.06499251	0.013644785	people	6	people	6	people	6	0.7116068972107983	True	True
36	51175329217	0.02124617	0.13972083	0.09560034	0.023812975	0.10180966999999999	0.016242365	0.53647082	0.048395255	0.01670158	people	6	people	6	people	6	0.5364708166727805	True	False
37	51176004916	0.005254305	0.13855564	0.03308294	0.007699755	0.0055093450000000006	0.00901806	0.77477799	0.020657465	0.005444495	people	6	people	6	people	6	0.7747779910836736	True	True
